subject no.,mean_F7,max_F7,min_F7,std_F7,iqr_F7,var_F7,sum_F7,skw_F7,krt_F7,mean_first_diff_F7,mean_second_diff_F7,rms_F7,abssum_F7,ssi_F7,var_F7,mav_F7,log_F7,aac_F7,dasdv_F7,dfa_F7,fuzzy_F7,shannon_F7,pe_F7,hjorth_F7,hurst_F7,label
2,1.024698106,1.782887302,0.450886363,0.488626749,0.708280595,0.2387561,6.148188634,0.272144228,2.090000658,0.693081094,0.910770559,1.117573096,6.148188634,7.493817746,1.498763549,1.024698106,0.921423326,0.656551906,0.660986546,0.257233501,26.40976958,1.054920168,0.218104292,0.706807947,0.349335761,1
2,0.463015508,1.326613398,0.006799266,0.461643239,0.860449501,0.21311448,7.871263643,0.707236464,2.000732132,0.265301825,0.425094079,0.644175205,7.871263643,7.054348818,0.440896801,0.463015508,0.192216422,0.281693422,0.412147298,0.663956198,0.996702055,1.157373298,0.639423462,0.796712128,1.05252029,1
2,0.467921399,1.326613398,0.005868124,0.455401357,0.870857994,0.207390396,9.358427984,0.634161303,1.923578722,0.33589295,0.564444407,0.64495838,9.358427984,8.319426231,0.437864538,0.467921399,0.183231751,0.31396745,0.448424191,0.148922272,0.873595613,1.194272684,0.631110901,0.677674437,1.11262994,1
2,8.066305079,19.68661072,3.352916425,6.28211325,6.926477743,39.46494688,48.39783047,1.209296918,2.960684749,3.414475248,2.75335981,9.897107323,48.39783047,587.7164002,117.54328,8.066305079,6.54334553,3.595985068,4.734785142,5.98921761,0.135690331,0.500402424,0.218104292,0.922041785,0.511758335,1
2,1.438310719,5.199212217,0.022734629,1.592268551,2.401287893,2.535319138,24.45128222,0.912832684,2.731193166,0.54718256,0.844494616,2.110668245,24.45128222,75.73364752,4.73335297,1.438310719,0.547058761,0.581219908,1.002258033,2.525072698,0.452786756,1.073542846,0.477069763,0.542434522,1.170204772,1
2,1.667552162,5.199212217,0.022734629,1.777882581,2.969015185,3.160866472,33.35104324,0.695176973,2.098353293,0.672763036,1.216259197,2.404901944,33.35104324,115.6710672,6.087950907,1.667552162,0.587079634,0.681175528,1.115475,0.524048128,0.38354864,1.136290764,0.498982248,0.452100904,1.438770335,1
2,0.705055929,1.393989859,0.103919342,0.49973269,0.859566894,0.249732761,4.230335574,0.3404604,1.68712483,0.36720476,0.53064429,0.839770503,4.230335574,4.231286983,0.846257397,0.705055929,0.525609805,0.357772634,0.40283867,0.401977362,2.589274363,0.950270539,0.109052146,0.526889136,0.538567622,1
2,0.644372824,2.132206035,0.004425097,0.668063097,1.004421215,0.446308301,10.95433801,0.847630554,2.57608514,0.25684659,0.323233751,0.91393173,10.95433801,14.19961054,0.887475658,0.644372824,0.226171276,0.272765664,0.390078544,1.06212256,0.723908199,1.073542846,0.539729068,0.488914976,1.00920953,1
2,0.678420123,2.132206035,0.004425097,0.665320895,1.13664028,0.442651894,13.56840245,0.625100088,2.202747285,0.280624109,0.394202213,0.938495158,13.56840245,17.61546324,0.927129644,0.678420123,0.225711491,0.261117853,0.372675763,0.117240533,0.674621387,1.136290764,0.555566374,0.387047676,1.151303662,1
2,2.338537934,3.267166848,1.024731008,0.878897855,1.501523411,0.772461439,14.0312276,-0.335318715,1.794970048,0.614940218,0.54084996,2.472342519,14.0312276,36.6748652,7.33497304,2.338537934,2.174351357,0.460421499,0.50906527,0.870196805,0.029466711,0.950270539,0.109052146,0.252907807,0.538040288,1
2,0.641180393,1.916621107,0.005576675,0.719286576,1.266406596,0.517373178,10.90006668,0.746708904,1.823658606,0.201169535,0.237843244,0.947655928,10.90006668,15.26687989,0.954179993,0.641180393,0.23840085,0.213717925,0.330671502,1.020281524,0.461256609,0.830523691,0.602388372,0.575805133,1.078743416,1
2,0.868995505,3.267166848,0.005181387,1.054470373,1.522833156,1.111907767,17.37991011,1.123336454,3.118072778,0.274470275,0.35351193,1.345906968,17.37991011,36.22931134,1.90680586,0.868995505,0.255535237,0.256162503,0.439994571,0.391364398,0.334691064,0.853944698,0.613416577,0.318636603,1.106218282,1
2,2.875127072,3.584939953,1.078427214,0.939061104,0.765120835,0.881835757,17.25076243,-1.36820163,3.337925273,0.860271094,1.266938835,3.000203128,17.25076243,54.00731286,10.80146257,2.875127072,2.680957684,0.862594549,1.197032252,0.862364985,1.017052769,0.950270539,0.218104292,0.509913465,0.486388537,2
2,0.951322953,2.842680515,0.008540115,1.06422102,1.793032289,1.132566379,16.17249019,0.7627257,2.001947951,0.380274796,0.479213647,1.403908896,16.17249019,33.50632318,2.094145199,0.951322953,0.282989447,0.403677614,0.599316997,1.671625316,0.576331164,1.040839837,0.566337204,0.603262901,1.205866024,2
2,1.145906815,3.38773488,0.002710402,1.256109327,2.346606783,1.57781064,22.9181363,0.657250338,1.835855996,0.378779926,0.513433831,1.676908625,22.9181363,56.24045075,2.960023724,1.145906815,0.287367592,0.386624179,0.583465128,0.434350248,0.510870002,1.059684667,0.57792133,0.339131051,1.402694039,2
2,1.743257723,2.728342598,1.050064557,0.644881318,1.00536023,0.415871914,10.45954634,0.462675284,1.824067299,0.394204509,0.356251034,1.839974841,10.45954634,20.3130445,4.0626089,1.743257723,1.64788709,0.405725872,0.46196129,0.618953986,0.948036804,0.950270539,0.218104292,0.647291782,0.540176586,2
2,0.527371501,1.526156912,0.002320085,0.559772712,0.960812796,0.313345489,8.965315509,0.591023707,1.799689989,0.152985813,0.16068841,0.756990159,8.965315509,9.741579723,0.608848733,0.527371501,0.171075792,0.161907475,0.222674335,0.894476219,0.818143908,0.830523691,0.47493136,0.444535463,1.118813307,2
2,0.580238075,1.526156912,0.002320085,0.584059115,1.108597756,0.34112505,11.6047615,0.393280742,1.495641554,0.164385392,0.221370047,0.81286224,11.6047615,13.21490042,0.695521075,0.580238075,0.181382482,0.163584765,0.221941378,0.150887062,0.69027437,0.839269556,0.495587693,0.26613592,1.2448548,2
2,1.040167791,1.64069952,0.675782068,0.366498594,0.518875538,0.13432122,6.241006747,0.747007981,2.10672568,0.488068611,0.881273195,1.092649708,6.241006747,7.163300301,1.43266006,1.040167791,0.991537702,0.521997793,0.585808714,0.035887744,7.623005277,1.054920168,0.218104292,0.694095663,0.358384889,2
2,0.5531786,2.129930001,0.023345379,0.602479994,0.820401747,0.362982143,9.404036194,1.164565143,3.758638739,0.263818393,0.353268296,0.804758855,9.404036194,11.00982586,0.688114116,0.5531786,0.233674424,0.279541057,0.430567743,0.936279339,0.763935845,0.688567369,0.542303093,0.553862682,1.248045091,2
2,0.553150602,2.129930001,0.023345379,0.574388344,0.847595811,0.32992197,11.06301204,1.103932414,3.849994395,0.263031787,0.413684654,0.787020622,11.06301204,12.38802919,0.652001536,0.553150602,0.235770954,0.267748653,0.407066107,0.147961845,0.693683673,0.609627424,0.557447403,0.504172083,1.258276778,2
2,0.602531474,0.922264723,0.040815484,0.327704186,0.421607874,0.107390033,3.615188843,-0.733133426,2.468225791,0.324553327,0.489536222,0.672707865,3.615188843,2.715215229,0.543043046,0.602531474,0.431729592,0.367183685,0.434657964,0.08368857,17.58261582,0.950270539,0.218104292,0.658458162,0.4972801,2
2,0.40346614,1.326355918,0.013939786,0.335106836,0.238103144,0.112296592,6.858924386,1.380167075,4.689842133,0.206034775,0.338829101,0.518146539,6.858924386,4.564089215,0.285255576,0.40346614,0.261860457,0.218461288,0.333600178,0.385339181,1.158828974,0.950748927,0.600798269,0.658263242,0.631077211,2
2,0.373088265,1.326355918,0.006729211,0.331682888,0.335350657,0.110013538,7.461765302,1.317950531,4.7140697,0.239915498,0.402483515,0.493667616,7.461765302,4.874154295,0.256534437,0.373088265,0.206312301,0.217288077,0.32909589,0.129056075,0.965380192,0.853944698,0.594006888,0.649762137,0.729945785,2
3,11.10655026,29.24696843,2.186332532,9.364712343,4.049388172,87.69783727,66.63930156,1.373152777,3.591175595,6.556368761,11.43616051,14.01559809,66.63930156,1178.621938,235.7243877,11.10655026,8.441028062,6.234477447,9.34733222,9.212106853,0.067661142,0.500402424,0.218104292,0.612136799,0.419897128,1
3,8.347849201,37.41279376,0.083251464,10.73295593,9.159280299,115.196343,141.9134364,1.520766804,4.30036316,5.295632519,6.057112955,13.34566124,141.9134364,3027.813455,189.238341,8.347849201,2.788227967,5.626356091,8.786642647,2.937341814,0.263693965,0.822265337,0.651440518,0.932879681,0.173779259,1
3,9.030676431,37.41279376,0.083251464,11.09634673,12.40979516,123.1289107,180.6135286,1.302561918,3.501424227,5.94192505,8.255184815,14.08991064,180.6135286,3970.511639,208.9742968,9.030676431,2.833698699,6.215528735,9.453793932,5.19879,0.257171453,0.970585046,0.64613222,0.653975129,0.373260522,1
3,9.171245929,27.40175407,2.673372666,9.127960397,3.511679428,83.31966101,55.02747558,1.618867574,3.903639495,8.040472524,13.56641012,12.39131965,55.02747558,921.2688164,184.2537633,9.171245929,6.820541223,6.350348053,10.43238016,8.271053321,0.09784085,0.500402424,0.218104292,0.773585944,0.436953163,1
3,8.041827309,43.89284895,0.099104572,11.58811138,8.691483449,134.2843254,136.7110643,1.984008633,6.385126047,5.055306978,5.411136214,13.82230928,136.7110643,3247.955976,202.9972485,8.041827309,2.844806611,5.370605598,9.013402178,3.557815095,0.196313554,0.233791659,0.651440518,0.996683018,0.328478187,1
3,8.44551736,43.89284895,0.099104572,11.6850449,11.43319829,136.5402744,168.9103472,1.742962172,5.327378069,6.284552596,8.31215935,14.17885835,168.9103472,4020.800483,211.6210781,8.44551736,2.775746737,6.586588017,10.48241235,5.592503709,0.226226568,0.609627424,0.644074168,0.720581368,0.474374837,1
3,11.01742508,23.77830718,2.247745052,8.022418387,10.91673644,64.35919677,66.1045505,0.460329094,2.046920198,4.718083601,8.187113563,13.22937336,66.1045505,1050.097917,210.0195833,11.01742508,8.301965881,4.306112426,5.150087914,8.309903258,-0.090866432,1.054920168,0,0.362079376,0.535847448,1
3,7.388451825,30.55624666,0.032950132,9.525181165,6.456535729,90.72907623,125.603681,1.524546732,3.87010934,5.106096535,6.582536547,11.83136899,125.603681,2379.681966,148.7301229,7.388451825,2.587479279,5.422283405,9.02933362,2.386303533,0.311378633,0.822265337,0.616543831,0.969805746,0.322656711,1
3,8.215377493,30.55624666,0.032950132,9.775470743,10.82807323,95.55982824,164.3075499,1.17707912,2.930560793,5.190137132,7.840127377,12.58071,164.3075499,3165.485284,166.6044886,8.215377493,2.651575753,5.395493833,8.676039264,4.753528878,0.326533696,0.970585046,0.616811131,0.672170012,0.186748643,1
3,9.101233213,24.80043355,2.419592759,8.483177118,8.852915025,71.96429401,54.60739928,1.151036813,3.014331019,5.257057176,9.287717996,11.95000799,54.60739928,856.8161461,171.3632292,9.101233213,6.426921845,4.497153885,6.472867397,8.38896891,-0.035796056,0.500402424,0.109052146,0.501932775,0.469973848,1
3,7.600168446,33.85700718,0.123806535,10.09558736,6.984549383,101.9208842,129.2028636,1.618766972,4.253868764,5.25210796,6.591389686,12.39710041,129.2028636,2612.697674,163.2936046,7.600168446,2.854910755,5.576813607,9.294236978,2.280132046,0.289062235,0.822265337,0.724526775,0.983739782,0.2236747,1
3,8.272386124,33.85700718,0.066988924,10.23040433,8.688875077,104.6611727,165.4477225,1.339129584,3.43712905,5.713044521,8.16414399,12.95609842,165.4477225,3357.209725,176.6952487,8.272386124,2.82539382,5.882389794,9.30287749,4.953495662,0.314020261,0.970585046,0.719074168,0.699850792,0.198128423,1
3,13.49630488,44.58221447,3.279159596,16.24369782,14.76727444,263.8577189,80.97782925,1.384220978,3.32120985,7.72902358,13.65775889,20.05072761,80.97782925,2412.190066,482.4380133,13.49630488,8.141989292,8.260610975,12.89860111,15.12110564,-0.026716867,0.500402424,0,0.591031664,0.493974446,3
3,9.855958266,49.65330107,0.053034855,13.736153,11.6264457,188.6818991,167.5512905,1.756862348,5.232539119,6.864813163,7.463459888,16.57476628,167.5512905,4670.288913,291.8930571,9.855958266,2.809985578,7.292663435,11.51834372,3.431353088,0.208581833,0.601923972,0.654733402,0.991173287,0.202472671,3
3,11.52810116,49.65330107,0.053034855,15.10728383,18.14490777,228.2300247,230.5620233,1.415579732,3.824967632,7.988654784,10.35589095,18.70068555,230.5620233,6994.312797,368.1217262,11.52810116,2.97708423,7.79014488,12.21948721,6.258748536,0.190674316,0.853944698,0.642737666,0.636880313,0.511140222,3
3,21.31008346,34.85417286,14.59194881,7.142263219,5.070619591,51.01192389,127.8605007,1.246332481,3.335470936,5.338110823,11.41351911,22.28518776,127.8605007,2979.777561,595.9555122,21.31008346,20.4723345,5.634647549,6.973136154,5.635102729,0.42381028,0.500402424,0.218104292,0.452225927,0.426390248,3
3,9.278058226,38.70960004,1.51385635,9.269653953,7.926978733,85.92648441,157.7269898,2.089185623,7.040301476,5.640388154,7.954851992,12.9210816,157.7269898,2838.223946,177.3889966,9.278058226,6.529944218,5.923610865,9.413948901,4.267005115,0.252428253,0.601923972,0.715802603,1.013677076,0.377362346,3
3,10.73746968,38.70960004,0.405031566,10.81172148,11.99609551,116.8933214,214.7493936,1.453637439,4.111672979,5.895180944,9.262786613,15.04466385,214.7493936,4526.83821,238.2546426,10.73746968,6.562153276,5.938578909,9.192177281,4.177271479,0.237504119,0.853944698,0.706110901,0.595552283,0.677597559,3
3,11.98149906,39.68263586,1.41136973,14.58986374,14.60537887,212.8641238,71.88899434,1.318434111,3.258763765,9.974995647,16.53797774,17.91488458,71.88899434,1925.658537,385.1317074,11.98149906,6.252891814,10.68544415,13.00231696,13.05266401,0.018684994,0.500402424,0.218104292,0.679335737,0.486820432,3
3,8.188960168,46.10538897,0.069636845,12.69596682,10.36016084,161.1875735,139.2123229,1.851996602,5.684904729,6.132574463,6.593746644,14.79070722,139.2123229,3719.005343,232.4378339,8.188960168,1.957933984,6.513004654,10.53101058,3.264793719,0.215467818,0.601923972,0.587078432,1.024063293,0.279303592,3
3,9.755462418,46.10538897,0.069636845,13.86197891,17.17712725,192.1544594,195.1092484,1.475845245,4.060657433,7.441081033,9.541578803,16.66480673,195.1092484,5554.315668,292.3324036,9.755462418,2.143064541,7.064012726,11.16811094,5.480128249,0.199499757,0.853944698,0.611358524,0.653193279,0.558297747,3
3,12.03130566,39.64051747,1.192409377,14.07493255,8.384914909,198.1037264,72.18783395,1.496350508,3.668391071,8.585523005,14.71048033,17.6022372,72.18783395,1859.032527,371.8065054,12.03130566,7.114369838,9.104310927,12.87118804,11.9792669,0.052970877,0.500402424,0.218104292,0.694497737,0.442375559,3
3,8.276699076,45.63210087,0.056218309,12.83916592,10.40871546,164.8441815,140.7038843,1.788789616,5.284641316,6.250026313,6.716489473,14.95497284,140.7038843,3802.070613,237.6294133,8.276699076,1.967492165,6.640146923,10.78139545,2.981859676,0.221617241,0.822265337,0.611112543,1.018248956,0.266850433,3
3,9.660139128,45.63210087,0.051163081,13.90021379,14.85478736,193.2159433,193.2027826,1.485118261,3.983303577,7.373012269,9.613459961,16.63951424,193.2027826,5537.468682,291.4457201,9.660139128,2.091961076,7.319754235,11.73331047,5.858559869,0.210876365,0.970585046,0.610022022,0.687293029,0.493068527,3
4,1.520061382,1.970041251,1.074056999,0.326497334,0.510741762,0.106600509,9.120368293,0.027144806,1.881658389,0.52862722,0.883180133,1.54900625,9.120368293,14.39652218,2.879304436,1.520061382,1.490131889,0.478665824,0.566492205,0.127266756,9.858636266,0.673011667,0.218104292,0.575875794,0.229909119,1
4,0.560170018,1.122719625,0.043669216,0.3636739,0.593880302,0.132258706,9.522890301,0.014274868,1.8041106,0.194334107,0.192640445,0.662019056,9.522890301,7.450576923,0.465661058,0.560170018,0.391215275,0.205652427,0.247197146,0.359743101,1.314154091,1.245016889,0.532707678,0.404488431,0.812595224,1
4,0.619158745,1.53576916,0.043669216,0.444678086,0.769078694,0.1977386,12.3831749,0.306047429,2.130221526,0.219677146,0.278480095,0.755783846,12.3831749,11.42418443,0.601272865,0.619158745,0.402734645,0.228854394,0.295105474,0.198546787,1.16079222,1.194272684,0.571924195,0.380922083,0.838063852,1
4,0.939692637,1.400629683,0.426349999,0.432807509,0.731416735,0.18732234,5.638155819,-0.062139022,1.160600192,0.427215697,0.640680833,1.019374417,5.638155819,6.234745207,1.246949041,0.939692637,0.84895055,0.384986005,0.480952422,0.149909686,8.118151147,1.33217904,0.218104292,0.669086401,0.602161757,1
4,0.351471848,0.952617518,0.002406552,0.305752072,0.529673575,0.093484329,5.975021424,0.502759047,1.995503768,0.156413366,0.222434133,0.459910547,5.975021424,3.595801093,0.224737568,0.351471848,0.168441015,0.16580006,0.222863254,0.379178444,1.552103084,1.234244946,0.531004896,0.586117398,0.965571598,1
4,0.434320882,1.400629683,0.002406552,0.428000171,0.56195399,0.183184147,8.686417644,0.909360754,2.844648888,0.211290002,0.342498121,0.602212228,8.686417644,7.253191361,0.381746914,0.434320882,0.178787535,0.178730913,0.252559268,0.131829282,1.117820488,0.853944698,0.555566374,0.408779301,0.999343105,1
4,1.480155004,2.099924848,0.864162301,0.505696053,0.844840576,0.255728498,8.880930025,0.06623414,1.377878713,0.503382473,0.815282047,1.550472805,8.880930025,14.42379551,2.884759102,1.480155004,1.405836713,0.602076127,0.689615716,0.147295491,6.867138993,1.33217904,0.218104292,0.506933697,0.483734576,1
4,0.632618868,1.681678673,0.014546829,0.531233882,0.895662065,0.282209437,10.75452076,0.527142454,2.150401471,0.205145508,0.282470293,0.815975192,10.75452076,11.31886374,0.707428984,0.632618868,0.32675928,0.217913036,0.296677253,0.796537343,1.082208153,0.777462132,0.477069763,0.611776847,1.035176632,1
4,0.666292804,1.691592878,0.014546829,0.564215684,0.931932418,0.318339338,13.32585608,0.475002761,2.039406494,0.228724608,0.394996453,0.863926196,13.32585608,14.92736943,0.785651023,0.666292804,0.319865107,0.227622022,0.33190191,0.182663734,1.012053149,0.809205473,0.473847689,0.374472641,1.008230972,1
4,1.606952938,2.625402958,1.070956609,0.569521248,0.658058382,0.324354452,9.641717629,0.93071252,2.777617874,0.604725168,0.895481251,1.688962143,9.641717629,17.11555873,3.423111746,1.606952938,1.532393657,0.618018135,0.674480333,0.278037992,4.208723017,0.950270539,0.218104292,0.453671743,0.464931164,1
4,0.681580758,1.83970427,0.002893659,0.577153602,1.019381812,0.333106281,11.58687289,0.493399094,2.111707057,0.29270173,0.382092517,0.882079432,11.58687289,13.2270901,0.826693131,0.681580758,0.28291439,0.310778759,0.391436533,0.77753086,1.315837918,1.040839837,0.637285058,0.548655386,0.930735361,1
4,0.799515741,2.625402958,0.002809014,0.742923517,1.12533215,0.551935352,15.99031482,0.799265511,2.856327489,0.368680447,0.513250355,1.07868624,15.99031482,23.2712801,1.224804216,0.799515741,0.275268812,0.33496646,0.426990157,0.211226748,0.910872479,0.94304567,0.642737666,0.385820254,0.976027165,1
4,0.872382772,1.411915024,0.490659762,0.372784474,0.605117284,0.138968264,5.23429663,0.604586527,1.662216295,0.24935023,0.404380293,0.936407276,5.23429663,5.261151521,1.052230304,0.872382772,0.811617469,0.235654149,0.362138784,0.388440116,1.832320488,0.950270539,0.218104292,0.709609045,0.563057456,2
4,0.527582256,1.57556399,0.021268724,0.489884877,0.566622937,0.239987193,8.968898347,1.019569931,2.997810717,0.266510519,0.443119768,0.71007981,8.968898347,8.571626712,0.535726669,0.527582256,0.290581648,0.282142201,0.440907776,0.643643137,1.333219635,0.950748927,0.625268003,0.693327484,0.934290776,2
4,0.518917272,1.57556399,0.004865119,0.468650395,0.574563023,0.219633192,10.37834543,0.963804958,3.145008962,0.24675867,0.417550394,0.691322405,10.37834543,9.558533351,0.503080703,0.518917272,0.258686794,0.256777139,0.411198217,0.218586594,1.227399398,0.970585046,0.629774399,0.579740971,0.943797707,2
